Bill No.,Session,Base URL w/o Bill ID,Session Appendage,Billnoappendage,Concat URL,URL to Bill Text,Hyperlink,Topic,Tags (No Code Ranges),Function,Code,Section,Bill Section,Code Division,Bill Section (With iterations),Date added to this list (thoroughness check),Checked for extra sections?,,,Special notes:
AB 829,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB829,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB829,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB829,Bill Text,State Housing Policy - § 50000 - 50259,Grants,Prohibits cities from requiring projects get approval for applying to state grants,Health and Safety,§ 50204,1,Division 31: Housing and Home Finance - § 50000 - 54914,1,,Y,,,
AB 1377,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1377,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1377,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1377,Bill Text,Student Housing Plans - § 66220,Student Housing Plans ,Requires the University of California (UC) and California State University (CSU) to conduct a student housing needs assessment and make a plan to house students.,Education,§ 66220,1,,1,,Y,,,
SB 9,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB9,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB9,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB9,Bill Text,Subdivisions - § 66410 - 66499.40,Subdivisions ,Requires ministerial review for dividing residential parcels in two,Government,§ 66411.7,2,"Title 7, Division 2: Subdivisions - § 66410 - 66499.40",2,,Y,,,
SB 9,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB9,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB9,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB9,Bill Text,Subdivisions - § 66410 - 66499.40,Subdivisions ,Allows extensions of maps by 12 months,Government,§ 66452.6,3,,3,8/4/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Supportive Housing - § 65650 - 65656,Supportive Housing ,Specifies that units in supportive housing developments must have the rents limited by funding program that funds them,Government,§ 65651,9,,9,8/3/22,Y,,,
AB 2162,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB2162,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB2162,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB2162,Bill Text,Supportive Housing - § 65650 - 65656,Supportive Housing ,Allows supportive housing by right,Government,§ 65650-65656,3,,3,8/3/22,Y,,,
SB 744,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,Bill Text,Supportive Housing - § 65650 - 65656,Supportive Housing ,Limits review of Permanent Supportive Housing projects to objective standards that apply to other multifamily projects in the same zone.,Government,§ 65651,2,,2,8/4/22,Y,,,
SB 744,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,Bill Text,Supportive Housing - § 65650 - 65656,Supportive Housing ,Clarifies that this section does not preclude the ability to obtain waivers or concessions along with density bonuses.,Government,§ 65655,3,,3,8/4/22,Y,,,
SB 744,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,Bill Text,Supportive Housing - § 65650 - 65656,Supportive Housing ,Adds legislative findings about No Place Like Home program that insulate it from legal challenge,Government,§ 65656,4,,4,8/4/22,Y,,,
AB 1180,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1180,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1180,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1180,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Exempts surplus land given to tribes from the Surplus Land Act (SLA),Government,§ 54221,1,Division 31: Housing and Home Finance - § 50000 - 54921,1,,Y,,,
AB 1255,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1255,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1255,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1255,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Requires localities to report on surplus land to the Department of Housing and Community Development (HCD). Requires DGS then to publish it.,Government,§ 54230,1,Division 31: Housing and Home Finance - § 50000 - 54922,1,,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Adds language to legislative findings about the importance of housing needs,Government,§ 54220,1,,1,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Adjusts definitions of surplus and exempt surplus land,Government,§ 54221,2,,2,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Changes noticing requirements for surplus land,Government,§ 54222,3,,3,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,(Minor) clarifies that the entire SLA doesn't apply to exempt surplus land,Government,§ 54222.3,4,,4,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,"In negotiations with local agency, prohibits terms that disallow housing",Government,§ 54223,5,,5,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Affects payment period for contracts for certain uses of surplus land,Government,§ 54225,6,,6,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Makes a minor change concerning the power to sell/lease below market value,Government,§ 54226,7,,7,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Prioritizes the depth of affordability,Government,§ 54227,8,,8,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Imposes penalties for violating the Surplus Land Act (SLA),Government,§ 54230.5,9,,9,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,(minor) Reorganizes a pre-existing provision,Government,§ 54230.6,10,,10,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Clarifies what happens if 10+ units are built on a property. Differentiates the length of time affordable for rentals vs sales,Government,§ 54233,11,,11,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,"Specifies minimum affordability standards for dispositions by local ""districts"" ",Government,§ 54233.5,12,Division 31: Housing and Home Finance - § 50000 - 54923,12,,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Surplus Land § 54220 - 54234,Surplus Land  ,Limits the application of Surplus Land Act (SLA) provisions for agreements entered before a certain date,Government,§ 54234,13,,13,8/2/22,Y,,,
SB 791,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB791,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB791,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB791,Bill Text,Surplus Land Unit - § 54900 - 54913,Surplus Land,"Creates the Surplus Land Unit within the Department of Housing and Community Development (HCD) to help localities and developers, make regulations",Health and Safety,§ 54900-54913,1,Division 31: Housing and Home Finance - § 50000 - 54924,1,,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Insurance Tax - § 12201-12260,Tax Credits,Extends and modifies state tax credits available to insurers,Revenue and Taxation,§ 12206,23,,23,7/30/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Personal Income Tax - § 17001-18181,Tax Credits,Extends and modifies state tax credits,Revenue and Taxation,§ 17058,24,,24,7/30/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Personal Income Tax - § 17001-18181,Tax Credits,"Removes the $75,000 limit on passive activity credits",Revenue and Taxation,§ 17561,25,,25,7/30/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Corporate Tax - § 23001-25141,Tax Credits,Extends and modifies state tax credits,Revenue and Taxation,§ 23610.5,26,,26,7/30/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Corporate Tax - § 23001-25141,Tax Credits,"Removes the $75,000 limit on passive activity credits",Revenue and Taxation,§ 24692,27,,27,7/30/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Transformative Climate Communities - § 75240-75245,Transformative Climate Communities program,Awards additional points in Transformative Climate Communities program to prohousing jurisdictions,Public Resources,§ 75244,22,,22,7/30/22,Y,,,
SB 540,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB540,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB540,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB540,Bill Text,Workforce Housing Opportunity Zone  § 65620 - 65625,Workforce Housing Opportunity Zone   ,Establishes workforce housing opportunity zones subject to one single EIR,Government,§ 65620-65625,2,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66322",2,,Y,,,
AB 1505,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1505,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1505,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1505,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Allows inclusionary zoning requirements,Government,§ 65850,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66325",1,,Y,,,
AB 1505,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1505,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1505,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1505,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Allows the Department of Housing and Community Development (HCD) to review ordinances. (Overrules the Palmer case),Government,§ 65850.1,2,,2,8/2/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,"Specifies that ""assisted housing development"" is 5+ rental units and adds other requirements",Government,§ 65863.1,10,,10,8/3/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Specifies procedures for sales of assisted housing developments,Government,§ 65863.11,11,,11,8/3/22,Y,,,
AB 2097,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2097,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2097,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2097,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Prohibits parking requirements on new development within 1/2 mile of public transit. Includes some exceptions.,Government,§ 65863.2,2,,2,11/28/22,Y,,,
AB 2221,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2221,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2221,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2221,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,"Shortens timelines for Accessory Dwelling Unit (ADU) permit reviews, prohibits front setback standards in some cases, adopts higher height limits, makes other changes",Government,§ 65852.2,1,,"1,1.5",11/28/22,Y,,,
AB 2339,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2339,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2339,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2339,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Requires housing element site inventories to include unaccommodated housing need from the prior planning period,Government,§ 65863,2,,2,,Y,,,
AB 587,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB587,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB587,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB587,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Allows Accessory Dwelling Units (ADU) to be sold separately from main house,Government,§ 65852.26,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66330",1,,Y,,,
AB 881,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB881,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB881,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB881,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,"Allows ministerial permitting for Accessory Dwelling Units (ADUs), limited to 60 days, no minimum or maximum sizes, parking requirements, allows JR ADU’s too. Allows the Department of Housing and Community Development (HCD) to report violations to the Attorney General (AG).",Government,§ 65852.2,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66327",1,,Y,,,
AB 916,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB916,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB916,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB916,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Prohibits local ordinances that require public hearings for reconfiguring space within a unit to add up to two more bedrooms,Government,§ 65850.02,1,,1,,Y,,,
SB 13,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB13,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB13,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB13,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,"Allows ministerial permitting for Accessory Dwelling Units (ADUs), limited to 60 days, no minimum or maximum sizes, parking requirements, allows Jr. ADU’s too. Allows the Department of Housing and Community Development (HCD) to report violations to the Attorney General (AG).",Government,§ 65852.2,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66328",1/1.1/1.2/1.3,,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies legislative findings about Accessory Dwelling Units (ADUs) to charter cities too,Government,§ 65852.15,4,,4,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies conditions on reconstruction after fire to charter cities too,Government,§ 65852.25,5,,5,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies requirement that zoning ordinances be consistent with general plans to charter cities,Government,§ 65860,6,,6,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies limits on reduction of residential density to charter cities ,Government,§ 65863,7,,7,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies requirement for nonconforming use permits to charter cities,Government,§ 65863.4,8,,8,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies regional housing need impact analysis to charter cities,Government,§ 65863.6,9,,9,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies requirements concerning mobilehome parks to charter cities,Government,§ 65863.8,10,,10,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies rules about changes to rules after a project has commenced to charter cities,Government,§ 65866,11,,11,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Applies rules about development agreements to charter cities,Government,§ 65867.5,12,,12,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Requires development agreements to comply with state and federal laws,Government,§ 65869.5,13,,13,8/4/22,Y,,,
SB 166,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB166,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB166,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB166,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,"Requires zoning for ""no net loss"" of units",Government,§ 65863,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66331",1,,Y,,,
SB 330,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Limits cities to conducting 5 hearings on complete applications,Government,§ 65905.5,4,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66332",4,,Y,,,
SB 8,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,Clarifies limits on hearings and clarifies that density bonuses are not bases for finding inconsistency with local plans,Government,§ 65905.5,2,,2,8/4/22,Y,,,
SB 897,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB897,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB897,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB897,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,"Limits local requirements on construction of Accessory Dwelling Units (ADUs), including subjective standards and sprinkler requirements, garage demolition limits, owner-occupancy, height maximums, setbacks",Government,§ 65852.2,2,,"2,2.5",,Y,,,
SB 897,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB897,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB897,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB897,Bill Text,Zoning Regulations - § 65800-65912,Zoning Regulations ,"Reduces and changes requirements for junior Accessory Dwelling Units (ADUs), including for bathrooms ",Government,§ 65852.22,4,,4,,Y,,,
